question,labels
[CLS] what is better to graduate early with average gpa or later with better gpa[SEP],"['O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the difference between 38 special and 38 long colt[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what was the major spacecraft launching centre in south america[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who was the first african american gymnast to go to the olympics[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] which are best apps for photo edit[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-ASP']"
[CLS] what are the different classes of cars and what do they exactly mean[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O', 'O']"
[CLS] what is in your opinion the best book cover ever[SEP],"['O', 'O', 'O', 'O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which tab has the longest battery life[SEP],"['O', 'B-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP']"
[CLS] what is the best vr for samsung galaxy j7 prime[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what s the difference between cyber security and information security[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] organic or traditional lawn fertilizer which is safer for areas with young children[SEP],"['B-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'B-PRED', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is the dumbest thing you have done[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which is the best mpsc coaching class in pune[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who has the most wins on dude perfect[SEP],"['B-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what was made first disneyland or disney world[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] who is the oldest man on earth and how old is he[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O']"
[CLS] what is the difference between deadlock prevention and deadlock avoidance[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what s the difference between minecraft story mode and the complete adventure[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what are the10 best things about mnit jaipur[SEP],"['O', 'O', 'O', 'I-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best chinese food dish[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which is the best place to do sex[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which one to choose for p4 thinkpad with 1gb max ram windows 7 or windows xp[SEP],"['O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] is a diesel engine stronger than a petrol engine[SEP],"['O', 'O', 'B-OBJ', 'I-OBJ', 'B-PRED', 'O', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what s the difference between a males anus and a females anus[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] which answers on quora have the highest upvote to view ratio[SEP],"['O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is the best completely free dating website[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the scariest movie you have ever watched and what about it made it so scary[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
[CLS] are gaming keyboards better than regular keyboards[SEP],"['O', 'B-OBJ', 'I-OBJ', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] which state has the longer border with canada[SEP],"['O', 'B-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP']"
[CLS] which are the best drug or alcohol rehab detox and recovery program centers in the monterey county california area[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what s the difference between intramembranous and endochondral ossification[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what are the best ways to speak english fluently[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the least popular olympic sports why are they unpopular[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O']"
[CLS] what is the difference between systems engineering and industrial engineering[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what are some great side dish ideas for salmon[SEP],"['O', 'O', 'B-PRED', 'I-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who has the biggest brain in the world[SEP],"['B-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what are the differences between monotouch vs objective c for iphone ipod ipad development[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the purest form of the bible[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] in which type of schools can i have better research experience in biology liberal arts college or large research university[SEP],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best summer destinations in india[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the different types of responsibility army[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who was a better dumbledore richard harris rip or michael gambon[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what is sequoia national park largest tree in the world[SEP],"['O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'B-PRED', 'B-ASP', 'O', 'I-ASP', 'I-ASP']"
[CLS] what are the most used command lines in command prompts for ethical hacking[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what were the major effects of the cambodia earthquake and how do these effects compare to the iquique earthquake in 1877[SEP],"['O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the difference between the stiffness and rigidity of materials[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] overall is it harder to get into a us or uk medical school[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-ASP', 'I-ASP', 'I-OBJ', 'B-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] is it better to develop apps using a platform specific technology or web technologies[SEP],"['O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] which office arangement is better comfort vs teamwork[SEP],"['O', 'B-OBJ', 'I-OBJ', 'O', 'B-PRED', 'B-ASP', 'O', 'B-OBJ']"
[CLS] what is the biggest john deere tractor in the world[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who s the most known person in the world[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which are the best tablets in google[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the difference between ansi lumens and lumens[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O']"
[CLS] what is the highest seed to play in ncaa championship[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which dating apps are the best for women who are looking for men why[SEP],"['O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'B-PRED', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O']"
[CLS] which is the best earphone with deep bass under 1000[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are some of the best ways to learn programming[SEP],"['O', 'O', 'B-PRED', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the difference between pin diode and pn junction diode[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the highest paying jobs in texas[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which time period saw the most immigrants come to the united states[SEP],"['O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] who is the worst person you have ever met[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which is better for your body orange or milk[SEP],"['O', 'O', 'B-PRED', 'O', 'B-ASP', 'I-ASP', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] what is the difference if any between transgender and transexual[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'O', 'O', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] which is better hp pavilion 15 au111tx or au006tx[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ']"
[CLS] what are the different types of pancreatic enzymes[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who was the first person to ever get arrested[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP']"
[CLS] how to hard boil eggs perfectly every time[SEP],"['B-OBJ', 'O', 'B-ASP', 'I-OBJ', 'I-OBJ', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is the difference between m sc in project management and m eng project management[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the difference between overweight and obese[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] what are the best trick for playing chess[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'B-ASP', 'I-OBJ']"
[CLS] who is more likely to be the president of india in 2017[SEP],"['B-OBJ', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] who would win brock lesnar or the undertaker[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'O', 'O', 'B-OBJ']"
[CLS] is there a difference between a good facilitator and a project manager[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what is the difference between salary of microbiologist and manager[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ']"
[CLS] which is faster operations on register operands or immediate operands[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what is difference between mmrda act 1975 and mrtp act 1966[SEP],"['O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what s the best thing you ve ever read on quora[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which show is better the office or parks and recreation[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the strengths and weaknesses of the advising system at penn[SEP],"['O', 'O', 'O', 'B-PRED', 'I-PRED', 'I-PRED', 'O', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best apps that you have come across or used in terms of ui and ease of use on the three mobile platforms[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is the best way to track your mobile via imei in india[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the worst thing that happened to you as a result of marriage[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best software quality assurance blogs[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are some of the most famous unsolved mysteries[SEP],"['O', 'O', 'B-PRED', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ']"
[CLS] who are the best digital marketers in india[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which are best days to buy cheap air tickets[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what are the benefits of bromelain supplements[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what was the importance for the seventh amendment[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what s the most secretive place on earth[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are some mind blowing mobile cases that exist that most people don t know about[SEP],"['O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] which bank s credit card is the best in india[SEP],"['O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP']"
[CLS] what is the difference between east and west coast rap[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best open source software to design a pid controller and hmi with the end result file being an executable file[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'I-ASP', 'O', 'O', 'O', 'O', 'I-OBJ']"
[CLS] what was the most even match conor mcgregor has ever fought[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are some mind blowing wallets tools that exist that most people don t know about[SEP],"['O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is the corporate culture like at power solutions international how is the culture different than other companies[SEP],"['O', 'O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what is softer plush or fleece[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] what are your favorite clothes[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ']"
[CLS] what is a disadvantage of using renewable energy resources[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the most interesting sex stories[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ']"
[CLS] why myassignmenthelp com is the best custom dissertation writing services provider in uk[SEP],"['O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who has the world s largest standing army[SEP],"['B-OBJ', 'O', 'O', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP']"
[CLS] what s the easiest way to ingest powdered supplements[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is a good prepaid sim card deal in france[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which language should i learn to build android apps in android studio[SEP],"['O', 'B-OBJ', 'O', 'O', 'B-ASP', 'I-ASP', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] which bike is better a royal enfield classic 350 or a bullet 350[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what airport is the closest to jupiter florida[SEP],"['O', 'B-OBJ', 'O', 'O', 'B-PRED', 'O', 'B-ASP', 'I-ASP']"
[CLS] what are some good books for english punctuation[SEP],"['O', 'O', 'B-PRED', 'I-PRED', 'B-OBJ', 'O', 'B-ASP', 'I-OBJ']"
[CLS] what is the difference between stainless steel grade ss304 and sus304[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O']"
[CLS] which penny stocks are worth investing in india[SEP],"['O', 'B-OBJ', 'I-OBJ', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP']"
[CLS] which is the best java training institute in hyderabad[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best sites for cat preparation[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are some good examples of event advertisements[SEP],"['O', 'O', 'B-PRED', 'I-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] did the ancient greeks look like modern greeks[SEP],"['O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] who are the fastest internet millionaires[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ']"
[CLS] what is a good alternative to path[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what a technician does vs certified technicians pharmacy[SEP],"['O', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what s the difference between climate change and global warming[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what are the oldest cities in the us[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] is your itunes password the same as your icloud[SEP],"['O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-PRED', 'O', 'O', 'B-OBJ']"
[CLS] who is worth the most in the united states[SEP],"['B-OBJ', 'O', 'B-ASP', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is the craziest drink you ve ever heard someone order at starbucks[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the differences between roku stick and roku 3[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ']"
[CLS] what is the difference between research intensive vs research extensive universities[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who are the best surgeons in north america that perform it and what criteria is the most important to consider when making my choice[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'O', 'O', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] is it better to have no publication than having you as second author[SEP],"['O', 'O', 'B-PRED', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the best way to open a doc file[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] who has the most goals messi or ronaldo[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'O', 'B-OBJ']"
[CLS] what are some startup ideas that frequently fail[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'O', 'B-ASP', 'I-ASP']"
[CLS] what was the coolest car you have ever driven[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] where is the most population of russia found[SEP],"['B-OBJ', 'O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP']"
[CLS] which one is the most common cause of sunburn[SEP],"['O', 'O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] are vegetarian girls or guys more common[SEP],"['O', 'B-OBJ', 'I-OBJ', 'O', 'B-OBJ', 'B-PRED', 'B-ASP']"
[CLS] which is the most used programming language[SEP],"['O', 'O', 'O', 'B-PRED', 'B-ASP', 'B-OBJ', 'I-OBJ']"
[CLS] are men who choose to be single parents more responsible and mature[SEP],"['O', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'B-PRED', 'B-ASP', 'I-ASP', 'I-ASP']"
[CLS] what is the difference between a degree and a diploma[SEP],"['O', 'O', 'O', 'B-PRED', 'O', 'O', 'B-OBJ', 'O', 'O', 'B-OBJ']"
[CLS] what are the advantages and disadvantages of devolution[SEP],"['O', 'O', 'O', 'B-PRED', 'I-PRED', 'I-PRED', 'O', 'B-OBJ']"
[CLS] what are some lesser known sights to see when visiting netanya israel[SEP],"['O', 'O', 'B-PRED', 'B-ASP', 'I-ASP', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what are the best schools for digital animation and visual effects[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] what is the most election law in the united states[SEP],"['O', 'O', 'O', 'B-PRED', 'B-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ', 'I-OBJ']"
[CLS] which is better pepsi or coke[SEP],"['O', 'O', 'B-PRED', 'B-OBJ', 'O', 'B-OBJ']"
