opinion	question
0	what is the most frequent cause of death in late adulthood?
1	"Love: What is the difference between ""I love you"" and ""I have love for you""?"
1	Should god be loved more than love for parents or family?
1	what differences between windows xp pro. and windows xp for the family,besides the price?
0	What is the best way to reset a Netgear router?
0	when has the unemployment rate been the highest
1	What's a better car, a Camry or an Accord?
0	how are red giants different from main sequence stars
1	Is it better to use a hairdryer or let it dry naturally?
1	What should come first: testing or code review?
0	What is the difference between domain and range? Describe a real-life situation that could be modeled by a function.
1	Data Analytics vs Business Analytics vs Data Science. The difference and which one should I go for?
0	who has most number of goals in football
1	Which one is better, an IIT or an IISc?
1	What is the crime rate in the Borough of Ealing and how does it compare to Bexley?
1	What are the best books for a beginner to read about cognitive bias?
0	what is the biggest head of cabbage on record
0	what is the largest district in sri lanka
1	Between Nike, Adidas, Reebok, and Puma, which brand is best?
1	What are some of the best manga apps for iPhone?
0	what is the oldest event in winter olympics
1	What has more impact on performance: Readyboost or paging file on a system with 2GB RAM?
0	who was the first patient to have an islet cell transplant for diabetes
1	What do you prefer : easy questions or difficult ones that challenge you?
1	who's hotter Kelly Kapowski, Jessie Spano, or Lisa Turtle?
1	Is Quora better than Google for answers?
0	what's the difference between cbc and fbc
0	what is the biggest and loudest subwoofer ever made
1	What are the most interesting questions asked in any interview?
0	who has the most followers on twitter in india
0	Is olive oil the same as vegetable oil?
0	How is blade commerce controlled in Vermont compared to Arizona under the knife legislation?
0	which indian actor has won the most national awards
0	what was the main cause of the declaration of independence
0	who gives the most to charity in the world
1	What brand is better - Tampax or Playtex?
1	is beer or coke worse 4 u 2 drink in a long term acount?
0	what animals were first on land
0	who was the last person on the moon
1	Is it better to leave a disel engine running or shut it off in a stop and go situation?
1	What car is better Audi rs7 or bmw m6 gran coupe?
0	"Is the equator hotter than the poles because it's spinning ""faster""?"
1	What are some interesting things about Indian Railways?
1	What makes free downloadable browsers better than Internet Explorer?
1	Which Shanghai airport is convenient for city center? Hongqiao or Pudong?
0	What are the biggest changes in Swift 3 from earlier versions?
0	what's the difference between a therapist and a psychologist
1	What is the best way to start a conversation with a girl in a college?
1	What is the best diet to gain weight?
0	What are the best ways to cope up with a rude room-mate, avoiding any serious clashes?
0	Is a morning gym workout better than an evening gym workout?
0	What do you like most about student life?
1	What is the best approach to responding to unsolicited job inquiries?
0	How cold can the Gobi Desert get, and how do its average temperatures compare to the ones in the Syrian Desert?
1	If you had no option but to shoot a bullet from a balloon, what would be the best direction to cause least harm?
1	Who would win in a fight with each other, Captain Kirk from 1966 or Han Solo from 1983?
0	where was the longest war between pandav and kaurav held
1	What is the best electrical engineering book for Gate exam?
1	Which do you like better: Halo or Halo 2?
1	who is the artist best known for the color purple
0	who has won more civil wars ducks or beavers
1	Which hybrid bicycle is better in 20 to 25k?
1	What is the best place for Ramen in Chicago?
1	what is more important, being right, or being compassionate?
1	Should I use a single platform for common services or modularize them?
0	Who is a defender with most goals in premier league 2016/17
0	who has the most points in nba finals history
1	Which is correct Ph.D. adviser or Ph.D. advisor?
0	What is the difference between judge and justice of the peace
1	Initial Public Offerings (IPOs): What are the benefits and drawbacks of a publicly held company versus a private one?
1	"What is the difference between coffee grinds/beans labeled as ""espresso coffee"" and ordinary coffee?"
1	Should I use recommendation letter from young professor I worked with or well-known professor I met in class?
0	What are the most interview questions for musicians?
1	Is the PS4 or the Xbox One better?
1	is it better kenya or tanzania?
0	what are the different types of banking institutions
1	Who is the most handsome man on Game of Thrones?
0	who was the first fuhrer of germany
0	How do presidential elections work in the US, how do the compare to the presidential elections in Mexico?
